feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK25449,4880,Buffalo_95374,"Great service, but room for improvement.",2022-01-18,Other,Medium,We are looking into this issue.,2022-01-18,False
FDBK25450,9661,Olive_10501,"Exceptional experience, highly recommend!",2023-10-03,Inquiry,High,,2023-10-03,False
FDBK25451,3109,Red_93676,"Great service, but room for improvement.",2023-01-16,Praise,High,We are looking into this issue.,2024-09-22,True
FDBK25452,7944,Panera_78728,"The service was too slow, please improve.",2024-05-16,Other,Medium,,2024-05-16,False
FDBK25453,9337,Panera_2018,"Great service, but room for improvement.",2023-12-31,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-12-31,True
FDBK25454,9378,Olive_91531,"Great service, but room for improvement.",2021-12-26,Praise,High,We are looking into this issue.,2023-01-28,True
FDBK25455,7691,Panera_12268,"The service was too slow, please improve.",2024-06-26,Other,Medium,Thank you for your feedback.,2024-06-26,False
FDBK25456,7712,The_83040,Loved the ambiance and the staff were friendly.,2021-08-12,Other,Low,We are looking into this issue.,2023-11-19,True
FDBK25457,11413,Texas_53297,"Great service, but room for improvement.",2022-09-21,Other,Low,Thank you for your feedback.,2024-11-14,True
FDBK25458,11256,Red_74176,"Great service, but room for improvement.",2024-03-15,Inquiry,Medium,"Resolved, thank you for reaching out.",2024-03-15,False
FDBK25459,9918,P.F._36223,"The service was too slow, please improve.",2021-06-23,Suggestion,Low,We are looking into this issue.,2023-12-04,True
FDBK25460,8091,Chipotle_68362,Food quality was not as expected.,2024-05-11,Other,Low,We are looking into this issue.,2024-05-11,False
FDBK25461,5463,Outback_92305,Food quality was not as expected.,2024-01-26,Inquiry,Medium,We are looking into this issue.,2024-01-26,False
FDBK25462,8555,Red_74886,Loved the ambiance and the staff were friendly.,2022-09-12,Praise,High,,2023-10-05,True
FDBK25463,9477,Olive_35211,"Exceptional experience, highly recommend!",2022-12-28,Praise,Medium,Thank you for your feedback.,2022-12-28,False
FDBK25464,6108,Red_84766,Loved the ambiance and the staff were friendly.,2021-02-26,Suggestion,Low,Thank you for your feedback.,2024-03-19,True
FDBK25465,2849,Chipotle_58542,"Exceptional experience, highly recommend!",2023-12-14,Inquiry,Low,"Resolved, thank you for reaching out.",2023-12-14,True
FDBK25466,9414,Chipotle_92942,Loved the ambiance and the staff were friendly.,2023-01-29,Inquiry,Medium,,2023-01-29,True
FDBK25467,2622,Buffalo_16264,"Exceptional experience, highly recommend!",2021-02-28,Suggestion,Low,We are looking into this issue.,2021-08-25,False
FDBK25468,5349,Olive_48581,Loved the ambiance and the staff were friendly.,2020-06-02,Praise,Medium,We are looking into this issue.,2021-06-20,True
FDBK25469,6436,P.F._95133,"The service was too slow, please improve.",2021-10-09,Inquiry,Medium,,2022-04-17,True
FDBK25470,2408,Red_75116,"Great service, but room for improvement.",2021-11-17,Complaint,Medium,Thank you for your feedback.,2024-01-11,False
FDBK25471,5424,P.F._6273,"Exceptional experience, highly recommend!",2020-06-17,Praise,High,Thank you for your feedback.,2020-06-17,True
FDBK25472,9807,Texas_84937,Loved the ambiance and the staff were friendly.,2022-05-06,Inquiry,Medium,Thank you for your feedback.,2022-05-06,True
FDBK25473,2429,Outback_10325,"Great service, but room for improvement.",2021-11-20,Suggestion,Medium,"Resolved, thank you for reaching out.",2021-11-20,True
FDBK25474,6986,Olive_68911,Loved the ambiance and the staff were friendly.,2020-02-14,Suggestion,High,Thank you for your feedback.,2020-12-30,True
FDBK25475,5902,Texas_86017,"The service was too slow, please improve.",2024-08-05,Praise,Low,Thank you for your feedback.,2024-08-05,True
FDBK25476,6084,Buffalo_51724,"The service was too slow, please improve.",2022-12-14,Suggestion,Medium,Thank you for your feedback.,2022-12-14,False
FDBK25477,11262,Olive_73721,"The service was too slow, please improve.",2021-04-21,Suggestion,Medium,We are looking into this issue.,2023-11-14,False
FDBK25478,11236,Chipotle_1882,"Exceptional experience, highly recommend!",2020-02-23,Inquiry,Low,"Resolved, thank you for reaching out.",2022-04-18,True
FDBK25479,11324,Outback_31065,"The service was too slow, please improve.",2022-12-02,Other,High,Thank you for your feedback.,2023-06-17,False
FDBK25480,5014,Olive_28721,Loved the ambiance and the staff were friendly.,2020-11-23,Inquiry,High,Thank you for your feedback.,2024-03-16,False
FDBK25481,11407,Olive_79001,Loved the ambiance and the staff were friendly.,2022-10-06,Praise,Low,We are looking into this issue.,2022-10-06,True
FDBK25482,5691,Olive_88231,Food quality was not as expected.,2021-02-03,Other,Low,We are looking into this issue.,2021-02-03,False
FDBK25483,10817,The_25350,Loved the ambiance and the staff were friendly.,2024-09-24,Suggestion,Medium,Thank you for your feedback.,2024-09-24,False
FDBK25484,11124,Texas_32357,Food quality was not as expected.,2023-11-15,Inquiry,High,,2023-11-15,False
FDBK25485,2540,Chipotle_28162,Food quality was not as expected.,2024-06-01,Inquiry,Low,We are looking into this issue.,2024-06-01,False
FDBK25486,6264,Red_58606,Loved the ambiance and the staff were friendly.,2022-06-01,Complaint,High,"Resolved, thank you for reaching out.",2022-06-01,False
FDBK25487,11416,The_35790,"Exceptional experience, highly recommend!",2024-07-15,Other,High,We are looking into this issue.,2024-07-15,False
FDBK25488,7769,Chili's_59199,"The service was too slow, please improve.",2023-09-11,Suggestion,High,,2023-09-11,False
FDBK25489,5624,Olive_5531,Loved the ambiance and the staff were friendly.,2020-10-01,Inquiry,Medium,Thank you for your feedback.,2020-12-09,False
FDBK25490,10328,Outback_6075,"The service was too slow, please improve.",2023-12-13,Inquiry,Low,"Resolved, thank you for reaching out.",2023-12-13,True
FDBK25491,3706,Texas_62157,Loved the ambiance and the staff were friendly.,2022-06-08,Praise,High,We are looking into this issue.,2023-04-30,False
FDBK25492,8290,The_9310,"Great service, but room for improvement.",2020-07-06,Complaint,Medium,,2021-09-06,True
FDBK25493,7964,Texas_38007,"Great service, but room for improvement.",2021-08-19,Praise,High,,2023-09-05,True
FDBK25494,8640,Buffalo_3784,"The service was too slow, please improve.",2022-08-11,Inquiry,Medium,"Resolved, thank you for reaching out.",2022-09-17,True
FDBK25495,8859,Chipotle_4132,"Exceptional experience, highly recommend!",2020-07-22,Praise,Low,We are looking into this issue.,2024-02-21,True
FDBK25496,2871,Olive_23191,"The service was too slow, please improve.",2024-06-27,Inquiry,Low,,2024-06-27,False
FDBK25497,4257,Chili's_75729,"The service was too slow, please improve.",2022-06-25,Other,Low,We are looking into this issue.,2022-06-25,True
FDBK25498,7640,Buffalo_35064,"Great service, but room for improvement.",2022-07-05,Praise,Medium,Thank you for your feedback.,2022-07-05,True
FDBK25499,7448,Outback_10515,"Great service, but room for improvement.",2024-01-05,Praise,High,Thank you for your feedback.,2024-01-05,False
FDBK25500,10117,Buffalo_22844,"Great service, but room for improvement.",2020-07-12,Suggestion,High,Thank you for your feedback.,2020-07-12,False
FDBK25501,9125,Chipotle_78802,"Exceptional experience, highly recommend!",2021-08-17,Praise,Medium,"Resolved, thank you for reaching out.",2021-08-17,True
FDBK25502,2000,Olive_1611,"Exceptional experience, highly recommend!",2020-04-28,Other,Medium,,2020-07-05,False
FDBK25503,8468,Panera_39158,Loved the ambiance and the staff were friendly.,2023-04-22,Complaint,High,"Resolved, thank you for reaching out.",2023-04-22,True
FDBK25504,8554,Chili's_51249,Food quality was not as expected.,2022-09-19,Complaint,High,Thank you for your feedback.,2022-12-28,False
FDBK25505,6529,Texas_21487,"The service was too slow, please improve.",2021-09-12,Inquiry,High,"Resolved, thank you for reaching out.",2023-05-25,False
FDBK25506,9676,Outback_73875,"Exceptional experience, highly recommend!",2023-01-27,Other,Low,"Resolved, thank you for reaching out.",2023-01-27,True
FDBK25507,10907,The_22950,"Exceptional experience, highly recommend!",2024-08-09,Praise,Medium,Thank you for your feedback.,2024-08-09,True
FDBK25508,11976,The_51970,Loved the ambiance and the staff were friendly.,2021-11-26,Praise,Medium,"Resolved, thank you for reaching out.",2021-11-26,False
FDBK25509,11451,Panera_34738,"Great service, but room for improvement.",2022-09-22,Praise,High,Thank you for your feedback.,2024-11-04,False
FDBK25510,3123,The_28440,Loved the ambiance and the staff were friendly.,2023-02-22,Other,High,,2023-02-22,False
FDBK25511,7005,Chipotle_11172,Food quality was not as expected.,2022-01-26,Other,Medium,We are looking into this issue.,2022-01-26,False
FDBK25512,2183,Red_51096,Food quality was not as expected.,2023-11-24,Praise,Low,,2023-12-17,False
FDBK25513,8236,Red_65316,"The service was too slow, please improve.",2020-07-02,Suggestion,Medium,,2024-10-10,False
FDBK25514,7231,Chipotle_88692,Food quality was not as expected.,2022-04-05,Complaint,Low,We are looking into this issue.,2023-04-06,True
FDBK25515,3614,Chipotle_63482,"The service was too slow, please improve.",2020-12-28,Praise,Low,,2023-09-03,False
FDBK25516,10633,Outback_34005,"The service was too slow, please improve.",2021-05-17,Complaint,Low,Thank you for your feedback.,2021-05-17,True
FDBK25517,2991,Outback_62995,Loved the ambiance and the staff were friendly.,2022-08-13,Complaint,Low,We are looking into this issue.,2024-01-17,True
FDBK25518,8821,Outback_96205,"Exceptional experience, highly recommend!",2023-06-22,Other,Low,"Resolved, thank you for reaching out.",2023-06-22,True
FDBK25519,9354,Chili's_21609,"Great service, but room for improvement.",2020-10-06,Inquiry,High,,2021-06-30,False
FDBK25520,10564,P.F._52563,"Exceptional experience, highly recommend!",2022-03-07,Inquiry,Low,We are looking into this issue.,2022-03-07,False
FDBK25521,4955,Red_40856,Loved the ambiance and the staff were friendly.,2022-07-27,Suggestion,Medium,Thank you for your feedback.,2022-07-27,True
FDBK25522,5988,The_39160,"The service was too slow, please improve.",2024-08-12,Inquiry,High,"Resolved, thank you for reaching out.",2024-08-12,False
FDBK25523,8717,P.F._37473,Loved the ambiance and the staff were friendly.,2020-11-23,Other,Medium,,2023-10-08,True
FDBK25524,2692,Chipotle_98002,Food quality was not as expected.,2023-05-29,Other,Medium,We are looking into this issue.,2023-05-29,True
FDBK25525,8231,Chipotle_53442,"The service was too slow, please improve.",2023-12-21,Inquiry,Medium,"Resolved, thank you for reaching out.",2023-12-21,True
FDBK25526,8162,Buffalo_59934,"Exceptional experience, highly recommend!",2024-01-28,Inquiry,High,"Resolved, thank you for reaching out.",2024-01-28,True
FDBK25527,3960,Olive_26861,Loved the ambiance and the staff were friendly.,2023-10-18,Inquiry,Low,Thank you for your feedback.,2023-10-18,True
FDBK25528,3155,Buffalo_87904,"Great service, but room for improvement.",2023-11-04,Complaint,High,,2023-11-04,False
FDBK25529,6725,Chili's_13189,"The service was too slow, please improve.",2020-12-06,Other,Low,Thank you for your feedback.,2023-08-16,True
FDBK25530,7637,Texas_49477,Food quality was not as expected.,2022-09-17,Praise,High,,2024-05-07,True
FDBK25531,6998,Red_17466,Food quality was not as expected.,2023-12-14,Suggestion,High,,2023-12-14,True
FDBK25532,10460,Olive_19171,Loved the ambiance and the staff were friendly.,2022-05-13,Complaint,High,"Resolved, thank you for reaching out.",2022-05-13,True
FDBK25533,10898,Chili's_61999,"The service was too slow, please improve.",2024-11-10,Suggestion,High,We are looking into this issue.,2024-11-10,True
FDBK25534,8057,The_15840,"Exceptional experience, highly recommend!",2023-09-12,Suggestion,Low,"Resolved, thank you for reaching out.",2023-09-12,True
FDBK25535,2065,Olive_29631,"Great service, but room for improvement.",2022-06-21,Suggestion,High,We are looking into this issue.,2022-06-21,False
FDBK25536,4717,Texas_26637,"Great service, but room for improvement.",2022-03-02,Other,Low,,2022-04-10,True
FDBK25537,8390,Outback_8595,"Exceptional experience, highly recommend!",2024-08-03,Complaint,Low,,2024-08-03,True
FDBK25538,9864,Olive_37431,"Exceptional experience, highly recommend!",2022-12-12,Praise,High,"Resolved, thank you for reaching out.",2024-02-01,False
FDBK25539,9277,Outback_28735,"Great service, but room for improvement.",2020-11-25,Complaint,High,Thank you for your feedback.,2020-11-25,False
FDBK25540,11843,Chipotle_8132,"Exceptional experience, highly recommend!",2022-07-13,Other,High,,2024-08-21,False
FDBK25541,9750,Buffalo_77214,Loved the ambiance and the staff were friendly.,2020-02-26,Inquiry,Low,Thank you for your feedback.,2023-02-06,False
FDBK25542,6875,Red_5666,Food quality was not as expected.,2022-07-18,Complaint,Low,We are looking into this issue.,2024-03-02,True
FDBK25543,11349,Chipotle_55232,Loved the ambiance and the staff were friendly.,2022-01-01,Suggestion,Medium,,2022-01-01,True
FDBK25544,11423,The_95870,"Great service, but room for improvement.",2022-05-07,Suggestion,High,We are looking into this issue.,2024-01-28,False
FDBK25545,5599,Texas_45187,Food quality was not as expected.,2020-12-10,Complaint,High,,2020-12-10,False
FDBK25546,11631,Outback_18215,"The service was too slow, please improve.",2020-02-29,Praise,Medium,,2020-06-08,True
FDBK25547,2520,Buffalo_69784,"Great service, but room for improvement.",2022-05-07,Inquiry,Low,"Resolved, thank you for reaching out.",2024-08-02,True
FDBK25548,11056,The_76770,Loved the ambiance and the staff were friendly.,2021-02-28,Inquiry,Low,Thank you for your feedback.,2023-05-13,True
FDBK25549,4172,Red_37206,"Great service, but room for improvement.",2020-02-04,Suggestion,Low,"Resolved, thank you for reaching out.",2022-02-27,True
FDBK25550,11208,Chili's_18099,"Great service, but room for improvement.",2023-11-25,Complaint,High,Thank you for your feedback.,2023-11-25,True
FDBK25551,6024,The_54850,"Great service, but room for improvement.",2022-01-24,Praise,High,"Resolved, thank you for reaching out.",2024-11-22,True
FDBK25552,6960,Texas_12807,"The service was too slow, please improve.",2023-01-03,Other,Low,,2024-07-11,False
FDBK25553,5577,Outback_46055,"Great service, but room for improvement.",2023-08-22,Praise,High,We are looking into this issue.,2024-08-19,True
FDBK25554,6423,Texas_58687,Food quality was not as expected.,2023-01-16,Complaint,Medium,"Resolved, thank you for reaching out.",2023-01-16,False
FDBK25555,3244,The_59060,"The service was too slow, please improve.",2023-02-24,Inquiry,Medium,,2023-02-24,False
FDBK25556,9480,Red_22776,"Great service, but room for improvement.",2022-08-16,Inquiry,Low,,2023-01-15,False
FDBK25557,7400,Buffalo_75244,"Great service, but room for improvement.",2021-02-14,Inquiry,High,Thank you for your feedback.,2022-01-29,True
FDBK25558,4870,The_30860,"The service was too slow, please improve.",2024-06-18,Complaint,High,"Resolved, thank you for reaching out.",2024-06-18,True
FDBK25559,10995,Red_3636,Food quality was not as expected.,2022-05-21,Complaint,Medium,,2023-12-06,False
FDBK25560,6309,Texas_7037,"Exceptional experience, highly recommend!",2024-12-12,Praise,High,Thank you for your feedback.,2024-12-12,False
FDBK25561,5157,Chipotle_54372,Loved the ambiance and the staff were friendly.,2024-02-06,Other,High,Thank you for your feedback.,2024-02-06,False
FDBK25562,8848,P.F._88413,"Great service, but room for improvement.",2024-10-25,Suggestion,High,,2024-10-25,True
FDBK25563,9392,Outback_86905,"Exceptional experience, highly recommend!",2020-03-10,Other,High,,2023-11-28,True
FDBK25564,6944,Olive_7361,"Great service, but room for improvement.",2022-03-13,Other,Medium,,2024-06-02,False
FDBK25565,6252,Chili's_77179,Food quality was not as expected.,2022-02-15,Suggestion,High,Thank you for your feedback.,2024-07-30,True
FDBK25566,8032,Buffalo_59404,"The service was too slow, please improve.",2024-02-13,Complaint,Medium,"Resolved, thank you for reaching out.",2024-02-13,False
FDBK25567,8825,Buffalo_82434,Loved the ambiance and the staff were friendly.,2023-04-25,Suggestion,Low,Thank you for your feedback.,2023-04-25,True
FDBK25568,4485,The_83150,Food quality was not as expected.,2020-09-03,Other,Low,We are looking into this issue.,2024-10-23,True
FDBK25569,9082,Buffalo_63704,"Exceptional experience, highly recommend!",2020-07-14,Praise,Medium,"Resolved, thank you for reaching out.",2022-05-17,True
FDBK25570,2024,The_53890,"Exceptional experience, highly recommend!",2024-03-29,Suggestion,Medium,Thank you for your feedback.,2024-03-29,True
FDBK25571,11044,Olive_25241,Loved the ambiance and the staff were friendly.,2020-03-29,Complaint,Low,Thank you for your feedback.,2022-10-15,False
FDBK25572,6194,The_20190,Loved the ambiance and the staff were friendly.,2024-09-06,Praise,Low,Thank you for your feedback.,2024-09-06,False
FDBK25573,5153,Panera_39458,Loved the ambiance and the staff were friendly.,2021-06-04,Other,Low,"Resolved, thank you for reaching out.",2024-12-10,False
FDBK25574,2659,Texas_34117,Food quality was not as expected.,2023-02-06,Praise,Low,"Resolved, thank you for reaching out.",2023-02-06,True
FDBK25575,11769,Panera_7858,Loved the ambiance and the staff were friendly.,2024-03-23,Praise,High,"Resolved, thank you for reaching out.",2024-03-23,True
FDBK25576,6047,Chili's_25999,"The service was too slow, please improve.",2020-05-12,Inquiry,High,Thank you for your feedback.,2021-09-15,True
FDBK25577,10585,Olive_66691,Food quality was not as expected.,2024-02-18,Praise,Low,We are looking into this issue.,2024-02-18,True
FDBK25578,8413,Chipotle_63782,Loved the ambiance and the staff were friendly.,2023-10-12,Other,High,Thank you for your feedback.,2023-10-12,True
FDBK25579,7307,Chipotle_21642,Food quality was not as expected.,2023-03-21,Praise,High,We are looking into this issue.,2024-07-09,False
FDBK25580,6668,Buffalo_91344,Food quality was not as expected.,2020-06-23,Inquiry,Low,Thank you for your feedback.,2024-02-24,True
FDBK25581,11754,Chili's_40159,"Great service, but room for improvement.",2023-12-01,Inquiry,High,Thank you for your feedback.,2023-12-01,False
FDBK25582,4968,Chili's_95439,"Great service, but room for improvement.",2022-09-16,Suggestion,Medium,Thank you for your feedback.,2022-09-16,False
FDBK25583,11407,Outback_45875,Food quality was not as expected.,2020-12-20,Suggestion,Medium,We are looking into this issue.,2022-05-20,True
FDBK25584,9881,Olive_20161,"The service was too slow, please improve.",2020-06-04,Other,Low,"Resolved, thank you for reaching out.",2020-12-31,False
FDBK25585,5954,Olive_29901,Food quality was not as expected.,2023-01-16,Inquiry,Medium,We are looking into this issue.,2023-07-26,True
FDBK25586,11951,The_34030,"Exceptional experience, highly recommend!",2024-10-04,Complaint,Medium,"Resolved, thank you for reaching out.",2024-11-17,True
FDBK25587,5591,Texas_22187,Food quality was not as expected.,2020-04-26,Inquiry,Low,We are looking into this issue.,2022-12-15,False
FDBK25588,6082,Chili's_26489,"Exceptional experience, highly recommend!",2020-01-05,Other,Medium,"Resolved, thank you for reaching out.",2021-05-18,True
FDBK25589,8397,Texas_44097,"Great service, but room for improvement.",2021-05-16,Praise,Medium,We are looking into this issue.,2022-08-22,False
FDBK25590,3905,Olive_10261,"Exceptional experience, highly recommend!",2022-06-09,Complaint,Low,,2022-12-17,True
FDBK25591,5217,Olive_29841,Loved the ambiance and the staff were friendly.,2021-09-13,Praise,High,,2022-04-09,False
FDBK25592,10699,Texas_40007,"Exceptional experience, highly recommend!",2020-06-11,Complaint,High,,2022-08-05,False
FDBK25593,7588,Olive_93211,Food quality was not as expected.,2022-05-22,Suggestion,High,Thank you for your feedback.,2024-06-05,True
FDBK25594,7351,Panera_99568,"The service was too slow, please improve.",2021-04-28,Inquiry,Low,"Resolved, thank you for reaching out.",2023-01-14,False
FDBK25595,6591,Red_37716,Food quality was not as expected.,2022-11-03,Suggestion,High,We are looking into this issue.,2022-11-03,True
FDBK25596,3994,Chili's_36889,"Great service, but room for improvement.",2022-03-03,Praise,High,We are looking into this issue.,2022-11-08,False
FDBK25597,3180,Outback_70375,"Great service, but room for improvement.",2022-01-23,Suggestion,High,"Resolved, thank you for reaching out.",2022-04-30,False
FDBK25598,4740,Texas_55847,Food quality was not as expected.,2023-02-22,Inquiry,Low,We are looking into this issue.,2023-02-22,False
FDBK25599,10674,Buffalo_4724,"The service was too slow, please improve.",2022-02-07,Inquiry,Low,"Resolved, thank you for reaching out.",2023-12-14,True
FDBK25600,6044,Texas_44097,"Great service, but room for improvement.",2023-10-09,Complaint,Low,Thank you for your feedback.,2023-10-09,True
FDBK25601,9131,Chipotle_18572,"The service was too slow, please improve.",2022-05-02,Praise,Medium,We are looking into this issue.,2022-05-02,False
FDBK25602,4892,The_1180,Food quality was not as expected.,2020-10-28,Other,Medium,Thank you for your feedback.,2024-04-05,False
FDBK25603,9484,The_96790,Food quality was not as expected.,2024-03-03,Other,Low,,2024-03-03,True
FDBK25604,6116,Outback_36005,"Great service, but room for improvement.",2024-05-23,Suggestion,Medium,Thank you for your feedback.,2024-05-23,False
FDBK25605,7891,Panera_75788,"Exceptional experience, highly recommend!",2024-08-31,Complaint,High,We are looking into this issue.,2024-08-31,True
FDBK25606,3700,Texas_91807,"Exceptional experience, highly recommend!",2022-04-07,Inquiry,Low,"Resolved, thank you for reaching out.",2024-09-20,False
FDBK25607,9146,Outback_69255,Loved the ambiance and the staff were friendly.,2023-02-04,Suggestion,Medium,,2023-02-04,False
FDBK25608,4132,The_64750,"The service was too slow, please improve.",2024-10-09,Praise,Low,Thank you for your feedback.,2024-10-09,True
FDBK25609,5260,Red_64966,"The service was too slow, please improve.",2023-04-15,Other,Medium,,2023-05-11,True
FDBK25610,9233,Chili's_69229,Food quality was not as expected.,2023-04-21,Other,Medium,We are looking into this issue.,2024-09-08,False
FDBK25611,3717,Outback_56625,Food quality was not as expected.,2022-08-13,Other,Low,"Resolved, thank you for reaching out.",2024-09-12,False
FDBK25612,10399,P.F._83443,"Exceptional experience, highly recommend!",2020-01-03,Other,Low,We are looking into this issue.,2024-07-01,False
FDBK25613,6068,Olive_75821,"Great service, but room for improvement.",2021-06-16,Other,Low,,2021-06-16,False
FDBK25614,6474,Olive_12701,"The service was too slow, please improve.",2022-05-15,Complaint,High,Thank you for your feedback.,2022-08-23,False
FDBK25615,2416,Chili's_41969,Food quality was not as expected.,2021-05-10,Inquiry,Medium,,2023-10-13,False
FDBK25616,6803,Chipotle_57402,"Great service, but room for improvement.",2022-10-14,Other,Low,We are looking into this issue.,2023-07-14,False
FDBK25617,6047,Chipotle_19672,"Exceptional experience, highly recommend!",2023-12-23,Other,Low,Thank you for your feedback.,2024-01-23,True
FDBK25618,8500,Chili's_38409,Loved the ambiance and the staff were friendly.,2020-07-29,Suggestion,High,,2020-07-29,False
FDBK25619,9420,Buffalo_45164,Loved the ambiance and the staff were friendly.,2024-04-16,Complaint,Medium,Thank you for your feedback.,2024-04-16,True
FDBK25620,5584,Panera_66618,"Exceptional experience, highly recommend!",2020-07-22,Other,High,Thank you for your feedback.,2023-03-13,False
FDBK25621,3845,Outback_77635,"Exceptional experience, highly recommend!",2021-11-04,Suggestion,High,Thank you for your feedback.,2021-11-04,False
FDBK25622,10776,P.F._89103,"The service was too slow, please improve.",2020-10-28,Other,Low,,2020-11-15,False
FDBK25623,8951,Outback_13575,"Great service, but room for improvement.",2023-11-07,Praise,Low,"Resolved, thank you for reaching out.",2023-11-07,False
FDBK25624,7723,Buffalo_40454,"The service was too slow, please improve.",2022-01-27,Complaint,Medium,"Resolved, thank you for reaching out.",2022-01-27,False
FDBK25625,3223,Panera_5558,Loved the ambiance and the staff were friendly.,2023-11-19,Other,Medium,Thank you for your feedback.,2023-11-19,False
FDBK25626,2963,Texas_25697,"The service was too slow, please improve.",2023-11-29,Praise,Medium,We are looking into this issue.,2023-11-29,True
FDBK25627,11111,Chipotle_96432,"Great service, but room for improvement.",2021-09-29,Praise,High,,2024-02-28,True
FDBK25628,4939,Buffalo_8184,"The service was too slow, please improve.",2023-12-21,Inquiry,Low,Thank you for your feedback.,2024-10-16,True
FDBK25629,10909,Chipotle_48862,Food quality was not as expected.,2021-09-03,Suggestion,Medium,,2023-03-08,True
FDBK25630,5197,Buffalo_29194,"Exceptional experience, highly recommend!",2023-06-04,Other,Low,Thank you for your feedback.,2023-06-04,False
FDBK25631,6289,Chipotle_78362,"Exceptional experience, highly recommend!",2021-06-26,Inquiry,Medium,"Resolved, thank you for reaching out.",2023-12-15,False
FDBK25632,8472,Chili's_4329,Food quality was not as expected.,2022-06-26,Other,Medium,,2022-06-26,True
FDBK25633,4774,Outback_35165,"Exceptional experience, highly recommend!",2023-04-08,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-04-08,True
FDBK25634,2043,Chipotle_59542,Loved the ambiance and the staff were friendly.,2021-02-01,Other,Low,,2021-02-01,True
FDBK25635,4741,The_35410,"Great service, but room for improvement.",2021-04-29,Praise,Low,We are looking into this issue.,2021-06-03,False
FDBK25636,2823,The_42840,"The service was too slow, please improve.",2021-10-20,Complaint,Medium,,2023-09-14,True
FDBK25637,8544,P.F._8583,Food quality was not as expected.,2022-12-26,Suggestion,Low,We are looking into this issue.,2023-06-30,False
FDBK25638,9633,Chili's_85599,Loved the ambiance and the staff were friendly.,2022-10-04,Other,High,We are looking into this issue.,2023-09-29,False
FDBK25639,7923,Texas_1907,"Exceptional experience, highly recommend!",2024-01-22,Suggestion,High,"Resolved, thank you for reaching out.",2024-01-22,False
FDBK25640,6268,Texas_95227,Food quality was not as expected.,2024-10-20,Praise,Medium,,2024-10-20,True
FDBK25641,4823,Texas_54097,Food quality was not as expected.,2024-12-18,Inquiry,Low,Thank you for your feedback.,2024-12-18,False
FDBK25642,5049,Panera_57518,"Exceptional experience, highly recommend!",2021-06-10,Praise,High,"Resolved, thank you for reaching out.",2022-04-24,False
FDBK25643,2120,Chili's_80939,Food quality was not as expected.,2020-09-11,Inquiry,Medium,"Resolved, thank you for reaching out.",2021-05-06,False
FDBK25644,5955,Chili's_9269,Loved the ambiance and the staff were friendly.,2022-12-23,Inquiry,Low,We are looking into this issue.,2022-12-23,False
FDBK25645,9049,The_73580,"The service was too slow, please improve.",2021-11-15,Suggestion,Medium,Thank you for your feedback.,2024-01-16,True
FDBK25646,4888,Buffalo_76894,"The service was too slow, please improve.",2024-07-30,Suggestion,Medium,Thank you for your feedback.,2024-07-30,False
FDBK25647,2043,Texas_13227,"Exceptional experience, highly recommend!",2023-06-16,Complaint,High,"Resolved, thank you for reaching out.",2023-06-16,True
FDBK25648,3718,Panera_40418,Loved the ambiance and the staff were friendly.,2020-04-21,Praise,High,"Resolved, thank you for reaching out.",2022-04-16,True
FDBK25649,6569,P.F._23103,Loved the ambiance and the staff were friendly.,2022-08-26,Complaint,High,We are looking into this issue.,2023-04-07,False
FDBK25650,8179,Olive_42791,"The service was too slow, please improve.",2020-12-24,Complaint,Low,,2020-12-24,False
FDBK25651,10133,Olive_78741,Loved the ambiance and the staff were friendly.,2022-06-24,Inquiry,Medium,We are looking into this issue.,2024-01-30,False
FDBK25652,9886,Texas_29607,Food quality was not as expected.,2022-11-19,Praise,Medium,We are looking into this issue.,2022-11-19,False
FDBK25653,3660,Olive_76691,Loved the ambiance and the staff were friendly.,2024-08-10,Suggestion,High,We are looking into this issue.,2024-08-10,True
FDBK25654,10006,Olive_11841,"Exceptional experience, highly recommend!",2021-10-09,Suggestion,Medium,We are looking into this issue.,2021-11-05,True
FDBK25655,10841,Olive_12681,"The service was too slow, please improve.",2020-07-23,Other,Low,Thank you for your feedback.,2024-06-04,True
FDBK25656,10992,P.F._72263,Loved the ambiance and the staff were friendly.,2022-05-07,Inquiry,Low,,2022-05-07,True
FDBK25657,5223,Outback_92845,"Exceptional experience, highly recommend!",2024-10-30,Praise,Low,"Resolved, thank you for reaching out.",2024-10-30,True
FDBK25658,11536,P.F._22133,"The service was too slow, please improve.",2024-01-18,Complaint,Low,,2024-01-18,False
FDBK25659,9489,Red_60686,Food quality was not as expected.,2020-05-24,Praise,Medium,We are looking into this issue.,2020-05-24,False
FDBK25660,6794,P.F._40293,"The service was too slow, please improve.",2021-12-07,Complaint,Low,,2024-09-22,True
FDBK25661,3352,Buffalo_56554,"Exceptional experience, highly recommend!",2022-06-21,Other,Medium,"Resolved, thank you for reaching out.",2022-06-21,False
FDBK25662,4935,Panera_84838,"Great service, but room for improvement.",2023-09-16,Praise,Low,,2023-09-16,True
FDBK25663,6038,The_88220,"The service was too slow, please improve.",2021-04-04,Complaint,Low,We are looking into this issue.,2022-11-04,False
FDBK25664,10779,Chili's_11799,"Exceptional experience, highly recommend!",2022-10-09,Other,High,,2022-10-09,True
